2016 Federal Election House of Representatives First Preferences By Candidate By Polling Place for TAS [Event:20499 Phase:FinalResults Generated:2017-05-11T17:34:49 Cycle:a45ea4bc-bff6-48cb-94c5-1bbaae0c7c0d Created:2017-05-11T17:29:15 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.5.84.43192]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,Swing
TAS,192,Bass,8314,Five Ways,28429,NIKOLIC,Andrew,5,N,Y,LP,Liberal,404,-10.46
TAS,192,Bass,8314,Five Ways,28222,TAPSELL,Mark,6,N,N,ARF,Australian Recreational Fishers Party,44,3.66
TAS,192,Bass,8314,Five Ways,999,Informal,Informal,999,N,N,,Informal,56,-0.09
TAS,192,Bass,8301,George Town,28235,RILEY-GIBSON,Terrill,1,N,N,GRN,The Greens,119,3.13
TAS,192,Bass,8301,George Town,28456,RAMAGE,Roy,2,N,N,REP,Renewable Energy Party,50,3.2
TAS,192,Bass,8301,George Town,28451,HART,Ross,3,Y,N,ALP,Australian Labor Party,839,9.82
TAS,192,Bass,8301,George Town,29358,BEATTIE,Malcolm Peter,4,N,N,CDP,Christian Democratic Party (Fred Nile Group),28,1.79
TAS,192,Bass,8301,George Town,28429,NIKOLIC,Andrew,5,N,Y,LP,Liberal,416,-11.92
TAS,192,Bass,8301,George Town,28222,TAPSELL,Mark,6,N,N,ARF,Australian Recreational Fishers Party,111,7.1
TAS,192,Bass,8301,George Town,999,Informal,Informal,999,N,N,,Informal,91,0.25
TAS,192,Bass,8302,George Town South,28235,RILEY-GIBSON,Terrill,1,N,N,GRN,The Greens,51,1.35
TAS,192,Bass,8302,George Town South,28456,RAMAGE,Roy,2,N,N,REP,Renewable Energy Party,16,1.68
TAS,192,Bass,8302,George Town South,28451,HART,Ross,3,Y,N,ALP,Australian Labor Party,517,10.9
TAS,192,Bass,8302,George Town South,29358,BEATTIE,Malcolm Peter,4,N,N,CDP,Christian Democratic Party (Fred Nile Group),12,1.26
TAS,192,Bass,8302,George Town South,28429,NIKOLIC,Andrew,5,N,Y,LP,Liberal,298,-8.05
TAS,192,Bass,8302,George Town South,28222,TAPSELL,Mark,6,N,N,ARF,Australian Recreational Fishers Party,56,5.89
TAS,192,Bass,8302,George Town South,999,Informal,Informal,999,N,N,,Informal,61,0.05
TAS,192,Bass,8303,Gladstone,28235,RILEY-GIBSON,Terrill,1,N,N,GRN,The Greens,9,-1.76
TAS,192,Bass,8303,Gladstone,28456,RAMAGE,Roy,2,N,N,REP,Renewable Energy Party,3,2.04
TAS,192,Bass,8303,Gladstone,28451,HART,Ross,3,Y,N,ALP,Australian Labor Party,56,15.43
TAS,192,Bass,8303,Gladstone,29358,BEATTIE,Malcolm Peter,4,N,N,CDP,Christian Democratic Party (Fred Nile Group),5,3.4
TAS,192,Bass,8303,Gladstone,28429,NIKOLIC,Andrew,5,N,Y,LP,Liberal,59,-16.61
TAS,192,Bass,8303,Gladstone,28222,TAPSELL,Mark,6,N,N,ARF,Australian Recreational Fishers Party,15,10.2
TAS,192,Bass,8303,Gladstone,999,Informal,Informal,999,N,N,,Informal,3,-6.13
TAS,192,Bass,8605,Hadspen,28235,RILEY-GIBSON,Terrill,1,N,N,GRN,The Greens,64,2.16
TAS,192,Bass,8605,Hadspen,28456,RAMAGE,Roy,2,N,N,REP,Renewable Energy Party,21,1.92
TAS,192,Bass,8605,Hadspen,28451,HART,Ross,3,Y,N,ALP,Australian Labor Party,489,7.29
TAS,192,Bass,8605,Hadspen,29358,BEATTIE,Malcolm Peter,4,N,N,CDP,Christian Democratic Party (Fred Nile Group),26,2.38
TAS,192,Bass,8605,Hadspen,28429,NIKOLIC,Andrew,5,N,Y,LP,Liberal,400,-10.36
TAS,192,Bass,8605,Hadspen,28222,TAPSELL,Mark,6,N,N,ARF,Australian Recreational Fishers Party,93,8.51
TAS,192,Bass,8605,Hadspen,999,Informal,Informal,999,N,N,,Informal,61,1.79
TAS,192,Bass,8304,Hillwood,28235,RILEY-GIBSON,Terrill,1,N,N,GRN,The Greens,46,2.27
TAS,192,Bass,8304,Hillwood,28456,RAMAGE,Roy,2,N,N,REP,Renewable Energy Party,10,2.46
TAS,192,Bass,8304,Hillwood,28451,HART,Ross,3,Y,N,ALP,Australian Labor Party,145,3.24
TAS,192,Bass,8304,Hillwood,29358,BEATTIE,Malcolm Peter,4,N,N,CDP,Christian Democratic Party (Fred Nile Group),9,2.22
TAS,192,Bass,8304,Hillwood,28429,NIKOLIC,Andrew,5,N,Y,LP,Liberal,178,-6.38
TAS,192,Bass,8304,Hillwood,28222,TAPSELL,Mark,6,N,N,ARF,Australian Recreational Fishers Party,18,4.43
TAS,192,Bass,8304,Hillwood,999,Informal,Informal,999,N,N,,Informal,12,-0.38
TAS,192,Bass,8305,Inveresk,28235,RILEY-GIBSON,Terrill,1,N,N,GRN,The Greens,160,5.19
TAS,192,Bass,8305,Inveresk,28456,RAMAGE,Roy,2,N,N,REP,Renewable Energy Party,29,2.53
TAS,192,Bass,8305,Inveresk,28451,HART,Ross,3,Y,N,ALP,Australian Labor Party,634,6.2
TAS,192,Bass,8305,Inveresk,29358,BEATTIE,Malcolm Peter,4,N,N,CDP,Christian Democratic Party (Fred Nile Group),23,2.01
TAS,192,Bass,8305,Inveresk,28429,NIKOLIC,Andrew,5,N,Y,LP,Liberal,234,-11.81
TAS,192,Bass,8305,Inveresk,28222,TAPSELL,Mark,6,N,N,ARF,Australian Recreational Fishers Party,65,5.68
TAS,192,Bass,8305,Inveresk,999,Informal,Informal,999,N,N,,Informal,65,-1.39
TAS,192,Bass,8306,Invermay,28235,RILEY-GIBSON,Terrill,1,N,N,GRN,The Greens,198,5.27
TAS,192,Bass,8306,Invermay,28456,RAMAGE,Roy,2,N,N,REP,Renewable Energy Party,54,3.59
TAS,192,Bass,8306,Invermay,28451,HART,Ross,3,Y,N,ALP,Australian Labor Party,723,6.54
TAS,192,Bass,8306,Invermay,29358,BEATTIE,Malcolm Peter,4,N,N,CDP,Christian Democratic Party (Fred Nile Group),32,2.13
TAS,192,Bass,8306,Invermay,28429,NIKOLIC,Andrew,5,N,Y,LP,Liberal,411,-12.56
TAS,192,Bass,8306,Invermay,28222,TAPSELL,Mark,6,N,N,ARF,Australian Recreational Fishers Party,85,5.66
TAS,192,Bass,8306,Invermay,999,Informal,Informal,999,N,N,,Informal,65,-1.15
TAS,192,Bass,8308,Karoola,28235,RILEY-GIBSON,Terrill,1,N,N,GRN,The Greens,44,8.48
TAS,192,Bass,8308,Karoola,28456,RAMAGE,Roy,2,N,N,REP,Renewable Energy Party,10,3.07
TAS,192,Bass,8308,Karoola,28451,HART,Ross,3,Y,N,ALP,Australian Labor Party,125,4.13
TAS,192,Bass,8308,Karoola,29358,BEATTIE,Malcolm Peter,4,N,N,CDP,Christian Democratic Party (Fred Nile Group),5,1.53
TAS,192,Bass,8308,Karoola,28429,NIKOLIC,Andrew,5,N,Y,LP,Liberal,109,-17.77
TAS,192,Bass,8308,Karoola,28222,TAPSELL,Mark,6,N,N,ARF,Australian Recreational Fishers Party,33,10.12
TAS,192,Bass,8308,Karoola,999,Informal,Informal,999,N,N,,Informal,10,-1.01
TAS,192,Bass,8309,Kings Meadows,28235,RILEY-GIBSON,Terrill,1,N,N,GRN,The Greens,187,3.78
TAS,192,Bass,8309,Kings Meadows,28456,RAMAGE,Roy,2,N,N,REP,Renewable Energy Party,40,1.88
TAS,192,Bass,8309,Kings Meadows,28451,HART,Ross,3,Y,N,ALP,Australian Labor Party,1016,8.27
TAS,192,Bass,8309,Kings Meadows,29358,BEATTIE,Malcolm Peter,4,N,N,CDP,Christian Democratic Party (Fred Nile Group),53,2.49
TAS,192,Bass,8309,Kings Meadows,28429,NIKOLIC,Andrew,5,N,Y,LP,Liberal,726,-9.75
TAS,192,Bass,8309,Kings Meadows,28222,TAPSELL,Mark,6,N,N,ARF,Australian Recreational Fishers Party,103,4.85
TAS,192,Bass,8309,Kings Meadows,999,Informal,Informal,999,N,N,,Informal,106,-0.9
TAS,192,Bass,8310,Lady Barron,28235,RILEY-GIBSON,Terrill,1,N,N,GRN,The Greens,10,2.11
TAS,192,Bass,8310,Lady Barron,28456,RAMAGE,Roy,2,N,N,REP,Renewable Energy Party,4,3.2
TAS,192,Bass,8310,Lady Barron,28451,HART,Ross,3,Y,N,ALP,Australian Labor Party,41,6.74
TAS,192,Bass,8310,Lady Barron,29358,BEATTIE,Malcolm Peter,4,N,N,CDP,Christian Democratic Party (Fred Nile Group),1,0.8
TAS,192,Bass,8310,Lady Barron,28429,NIKOLIC,Andrew,5,N,Y,LP,Liberal,59,-7.42
TAS,192,Bass,8310,Lady Barron,28222,TAPSELL,Mark,6,N,N,ARF,Australian Recreational Fishers Party,10,8
TAS,192,Bass,8310,Lady Barron,999,Informal,Informal,999,N,N,,Informal,10,4.16
TAS,192,Bass,8311,Launceston,28235,RILEY-GIBSON,Terrill,1,N,N,GRN,The Greens,289,4.23
TAS,192,Bass,8311,Launceston,28456,RAMAGE,Roy,2,N,N,REP,Renewable Energy Party,34,2.59
TAS,192,Bass,8311,Launceston,28451,HART,Ross,3,Y,N,ALP,Australian Labor Party,488,2.33
TAS,192,Bass,8311,Launceston,29358,BEATTIE,Malcolm Peter,4,N,N,CDP,Christian Democratic Party (Fred Nile Group),31,2.36
TAS,192,Bass,8311,Launceston,28429,NIKOLIC,Andrew,5,N,Y,LP,Liberal,433,-5.66
TAS,192,Bass,8311,Launceston,28222,TAPSELL,Mark,6,N,N,ARF,Australian Recreational Fishers Party,36,2.75
TAS,192,Bass,8311,Launceston,999,Informal,Informal,999,N,N,,Informal,45,-0.68
TAS,192,Bass,33906,Launceston BASS PPVC,28235,RILEY-GIBSON,Terrill,1,N,N,GRN,The Greens,719,1.68
TAS,192,Bass,33906,Launceston BASS PPVC,28456,RAMAGE,Roy,2,N,N,REP,Renewable Energy Party,128,2.1
TAS,192,Bass,33906,Launceston BASS PPVC,28451,HART,Ross,3,Y,N,ALP,Australian Labor Party,2135,7.79
TAS,192,Bass,33906,Launceston BASS PPVC,29358,BEATTIE,Malcolm Peter,4,N,N,CDP,Christian Democratic Party (Fred Nile Group),146,2.4
TAS,192,Bass,33906,Launceston BASS PPVC,28429,NIKOLIC,Andrew,5,N,Y,LP,Liberal,2754,-10.72
TAS,192,Bass,33906,Launceston BASS PPVC,28222,TAPSELL,Mark,6,N,N,ARF,Australian Recreational Fishers Party,200,3.29
TAS,192,Bass,33906,Launceston BASS PPVC,999,Informal,Informal,999,N,N,,Informal,137,-0.6
TAS,192,Bass,8312,Launceston Central,28235,RILEY-GIBSON,Terrill,1,N,N,GRN,The Greens,204,4.22
TAS,192,Bass,8312,Launceston Central,28456,RAMAGE,Roy,2,N,N,REP,Renewable Energy Party,25,2.3
TAS,192,Bass,8312,Launceston Central,28451,HART,Ross,3,Y,N,ALP,Australian Labor Party,385,2.19
TAS,192,Bass,8312,Launceston Central,29358,BEATTIE,Malcolm Peter,4,N,N,CDP,Christian Democratic Party (Fred Nile Group),17,1.56
TAS,192,Bass,8312,Launceston Central,28429,NIKOLIC,Andrew,5,N,Y,LP,Liberal,427,-5.11
TAS,192,Bass,8312,Launceston Central,28222,TAPSELL,Mark,6,N,N,ARF,Australian Recreational Fishers Party,31,2.85
TAS,192,Bass,8312,Launceston Central,999,Informal,Informal,999,N,N,,Informal,27,-1
TAS,192,Bass,8316,Lebrina,28235,RILEY-GIBSON,Terrill,1,N,N,GRN,The Greens,29,2.25
TAS,192,Bass,8316,Lebrina,28456,RAMAGE,Roy,2,N,N,REP,Renewable Energy Party,7,2.99
TAS,192,Bass,8316,Lebrina,28451,HART,Ross,3,Y,N,ALP,Australian Labor Party,58,-3.25
TAS,192,Bass,8316,Lebrina,29358,BEATTIE,Malcolm Peter,4,N,N,CDP,Christian Democratic Party (Fred Nile Group),11,4.7
TAS,192,Bass,8316,Lebrina,28429,NIKOLIC,Andrew,5,N,Y,LP,Liberal,100,-7.82
TAS,192,Bass,8316,Lebrina,28222,TAPSELL,Mark,6,N,N,ARF,Australian Recreational Fishers Party,29,12.39
TAS,192,Bass,8316,Lebrina,999,Informal,Informal,999,N,N,,Informal,10,-0.36
TAS,192,Bass,8616,Legana (Bass),28235,RILEY-GIBSON,Terrill,1,N,N,GRN,The Greens,163,2.61
TAS,192,Bass,8616,Legana (Bass),28456,RAMAGE,Roy,2,N,N,REP,Renewable Energy Party,42,2.28
TAS,192,Bass,8616,Legana (Bass),28451,HART,Ross,3,Y,N,ALP,Australian Labor Party,627,4.94
TAS,192,Bass,8616,Legana (Bass),29358,BEATTIE,Malcolm Peter,4,N,N,CDP,Christian Democratic Party (Fred Nile Group),97,5.27
TAS,192,Bass,8616,Legana (Bass),28429,NIKOLIC,Andrew,5,N,Y,LP,Liberal,822,-8.95
TAS,192,Bass,8616,Legana (Bass),28222,TAPSELL,Mark,6,N,N,ARF,Australian Recreational Fishers Party,90,4.89
TAS,192,Bass,8616,Legana (Bass),999,Informal,Informal,999,N,N,,Informal,69,-0.14
TAS,192,Bass,8319,Lilydale,28235,RILEY-GIBSON,Terrill,1,N,N,GRN,The Greens,120,2.96
TAS,192,Bass,8319,Lilydale,28456,RAMAGE,Roy,2,N,N,REP,Renewable Energy Party,25,3.52
TAS,192,Bass,8319,Lilydale,28451,HART,Ross,3,Y,N,ALP,Australian Labor Party,280,7.25
TAS,192,Bass,8319,Lilydale,29358,BEATTIE,Malcolm Peter,4,N,N,CDP,Christian Democratic Party (Fred Nile Group),15,2.11
TAS,192,Bass,8319,Lilydale,28429,NIKOLIC,Andrew,5,N,Y,LP,Liberal,214,-16.03
TAS,192,Bass,8319,Lilydale,28222,TAPSELL,Mark,6,N,N,ARF,Australian Recreational Fishers Party,56,7.89
TAS,192,Bass,8319,Lilydale,999,Informal,Informal,999,N,N,,Informal,32,-1.41
TAS,192,Bass,8321,Mowbray,28235,RILEY-GIBSON,Terrill,1,N,N,GRN,The Greens,95,1.37
TAS,192,Bass,8321,Mowbray,28456,RAMAGE,Roy,2,N,N,REP,Renewable Energy Party,26,2.64
TAS,192,Bass,8321,Mowbray,28451,HART,Ross,3,Y,N,ALP,Australian Labor Party,535,11.12
TAS,192,Bass,8321,Mowbray,29358,BEATTIE,Malcolm Peter,4,N,N,CDP,Christian Democratic Party (Fred Nile Group),40,4.06
TAS,192,Bass,8321,Mowbray,28429,NIKOLIC,Andrew,5,N,Y,LP,Liberal,248,-14
TAS,192,Bass,8321,Mowbray,28222,TAPSELL,Mark,6,N,N,ARF,Australian Recreational Fishers Party,42,4.26
TAS,192,Bass,8321,Mowbray,999,Informal,Informal,999,N,N,,Informal,51,-0.81
TAS,192,Bass,8288,Newnham,28235,RILEY-GIBSON,Terrill,1,N,N,GRN,The Greens,180,3.58
TAS,192,Bass,8288,Newnham,28456,RAMAGE,Roy,2,N,N,REP,Renewable Energy Party,66,2.79
TAS,192,Bass,8288,Newnham,28451,HART,Ross,3,Y,N,ALP,Australian Labor Party,1261,5.87
TAS,192,Bass,8288,Newnham,29358,BEATTIE,Malcolm Peter,4,N,N,CDP,Christian Democratic Party (Fred Nile Group),72,3.04
TAS,192,Bass,8288,Newnham,28429,NIKOLIC,Andrew,5,N,Y,LP,Liberal,643,-9.78
TAS,192,Bass,8288,Newnham,28222,TAPSELL,Mark,6,N,N,ARF,Australian Recreational Fishers Party,143,6.05
TAS,192,Bass,8288,Newnham,999,Informal,Informal,999,N,N,,Informal,180,0.87
TAS,192,Bass,8326,Newstead,28235,RILEY-GIBSON,Terrill,1,N,N,GRN,The Greens,282,2.79
TAS,192,Bass,8326,Newstead,28456,RAMAGE,Roy,2,N,N,REP,Renewable Energy Party,53,2.59
TAS,192,Bass,8326,Newstead,28451,HART,Ross,3,Y,N,ALP,Australian Labor Party,705,3.6
TAS,192,Bass,8326,Newstead,29358,BEATTIE,Malcolm Peter,4,N,N,CDP,Christian Democratic Party (Fred Nile Group),51,2.5
TAS,192,Bass,8326,Newstead,28429,NIKOLIC,Andrew,5,N,Y,LP,Liberal,882,-7.17
TAS,192,Bass,8326,Newstead,28222,TAPSELL,Mark,6,N,N,ARF,Australian Recreational Fishers Party,70,3.43
TAS,192,Bass,8326,Newstead,999,Informal,Informal,999,N,N,,Informal,66,0
TAS,192,Bass,8328,Norwood,28235,RILEY-GIBSON,Terrill,1,N,N,GRN,The Greens,178,1.82
TAS,192,Bass,8328,Norwood,28456,RAMAGE,Roy,2,N,N,REP,Renewable Energy Party,43,1.88
TAS,192,Bass,8328,Norwood,28451,HART,Ross,3,Y,N,ALP,Australian Labor Party,865,7.63
TAS,192,Bass,8328,Norwood,29358,BEATTIE,Malcolm Peter,4,N,N,CDP,Christian Democratic Party (Fred Nile Group),66,2.88
TAS,192,Bass,8328,Norwood,28429,NIKOLIC,Andrew,5,N,Y,LP,Liberal,1048,-9.78
TAS,192,Bass,8328,Norwood,28222,TAPSELL,Mark,6,N,N,ARF,Australian Recreational Fishers Party,91,3.97
TAS,192,Bass,8328,Norwood,999,Informal,Informal,999,N,N,,Informal,98,0.31
TAS,192,Bass,8329,Nunamara,28235,RILEY-GIBSON,Terrill,1,N,N,GRN,The Greens,39,0.51
TAS,192,Bass,8329,Nunamara,28456,RAMAGE,Roy,2,N,N,REP,Renewable Energy Party,12,3.65
TAS,192,Bass,8329,Nunamara,28451,HART,Ross,3,Y,N,ALP,Australian Labor Party,122,5.49
TAS,192,Bass,8329,Nunamara,29358,BEATTIE,Malcolm Peter,4,N,N,CDP,Christian Democratic Party (Fred Nile Group),6,1.82
TAS,192,Bass,8329,Nunamara,28429,NIKOLIC,Andrew,5,N,Y,LP,Liberal,124,-9.23
TAS,192,Bass,8329,Nunamara,28222,TAPSELL,Mark,6,N,N,ARF,Australian Recreational Fishers Party,26,7.9
TAS,192,Bass,8329,Nunamara,999,Informal,Informal,999,N,N,,Informal,22,1.44
TAS,192,Bass,8332,Pipers River,28235,RILEY-GIBSON,Terrill,1,N,N,GRN,The Greens,20,1.52
TAS,192,Bass,8332,Pipers River,28456,RAMAGE,Roy,2,N,N,REP,Renewable Energy Party,4,1.79
TAS,192,Bass,8332,Pipers River,28451,HART,Ross,3,Y,N,ALP,Australian Labor Party,68,0.03
TAS,192,Bass,8332,Pipers River,29358,BEATTIE,Malcolm Peter,4,N,N,CDP,Christian Democratic Party (Fred Nile Group),4,1.79
TAS,192,Bass,8332,Pipers River,28429,NIKOLIC,Andrew,5,N,Y,LP,Liberal,103,-7.64
TAS,192,Bass,8332,Pipers River,28222,TAPSELL,Mark,6,N,N,ARF,Australian Recreational Fishers Party,24,10.76
TAS,192,Bass,8332,Pipers River,999,Informal,Informal,999,N,N,,Informal,19,4.08
TAS,192,Bass,8333,Prospect,28235,RILEY-GIBSON,Terrill,1,N,N,GRN,The Greens,150,2.49
TAS,192,Bass,8333,Prospect,28456,RAMAGE,Roy,2,N,N,REP,Renewable Energy Party,37,1.88
TAS,192,Bass,8333,Prospect,28451,HART,Ross,3,Y,N,ALP,Australian Labor Party,876,10.12
TAS,192,Bass,8333,Prospect,29358,BEATTIE,Malcolm Peter,4,N,N,CDP,Christian Democratic Party (Fred Nile Group),33,1.68
TAS,192,Bass,8333,Prospect,28429,NIKOLIC,Andrew,5,N,Y,LP,Liberal,790,-11.46
TAS,192,Bass,8333,Prospect,28222,TAPSELL,Mark,6,N,N,ARF,Australian Recreational Fishers Party,80,4.07
TAS,192,Bass,8333,Prospect,999,Informal,Informal,999,N,N,,Informal,80,-0.43
TAS,192,Bass,11665,Prospect Vale,28235,RILEY-GIBSON,Terrill,1,N,N,GRN,The Greens,96,3.63
TAS,192,Bass,11665,Prospect Vale,28456,RAMAGE,Roy,2,N,N,REP,Renewable Energy Party,26,2.14
TAS,192,Bass,11665,Prospect Vale,28451,HART,Ross,3,Y,N,ALP,Australian Labor Party,454,8.08
TAS,192,Bass,11665,Prospect Vale,29358,BEATTIE,Malcolm Peter,4,N,N,CDP,Christian Democratic Party (Fred Nile Group),23,1.89
TAS,192,Bass,11665,Prospect Vale,28429,NIKOLIC,Andrew,5,N,Y,LP,Liberal,576,-11.54
TAS,192,Bass,11665,Prospect Vale,28222,TAPSELL,Mark,6,N,N,ARF,Australian Recreational Fishers Party,42,3.45
TAS,192,Bass,11665,Prospect Vale,999,Informal,Informal,999,N,N,,Informal,54,-0.13
TAS,192,Bass,8334,Ravenswood,28235,RILEY-GIBSON,Terrill,1,N,N,GRN,The Greens,123,4.54
TAS,192,Bass,8334,Ravenswood,28456,RAMAGE,Roy,2,N,N,REP,Renewable Energy Party,44,2.73
TAS,192,Bass,8334,Ravenswood,28451,HART,Ross,3,Y,N,ALP,Australian Labor Party,973,7.42
