from_State,from_Division,from_Latitude,from_Longitude,to_State,to_Division,to_Latitude,to_Longitude,distance_metres,time_minutes,trans_type
NSW,Chifley,-33.735,150.838,NSW,Eden-Monaro,-36.292,149.344,417150,17036,car
NSW,Chifley,-33.735,150.838,NSW,Farrer,-32.501,143.311,968517,40796,car
NSW,Chifley,-33.735,150.838,NSW,Fowler,-33.9,150.877,23579,1403,car
NSW,Chifley,-33.735,150.838,NSW,Gilmore,-35.067,150.398,210149,9039,car
NSW,Chifley,-33.735,150.838,NSW,Grayndler,-33.897,151.148,40911,2542,car
NSW,Chifley,-33.735,150.838,NSW,Greenway,-33.733,150.913,9514,641,car
NSW,Chifley,-33.735,150.838,NSW,Hughes,-33.992,150.975,42966,2414,car
NSW,Chifley,-33.735,150.838,NSW,Hume,-34.409,149.045,271277,10562,car
NSW,Chifley,-33.735,150.838,NSW,Hunter,-32.375,150.778,221930,10762,car
NSW,Chifley,-33.735,150.838,NSW,Kingsford Smith,-33.949,151.231,56650,2728,car
NSW,Chifley,-33.735,150.838,NSW,Lindsay,-33.751,150.711,14360,1125,car
NSW,Chifley,-33.735,150.838,NSW,Lyne,-31.602,152.277,369736,16063,car
NSW,Chifley,-33.735,150.838,NSW,Macarthur,-34.065,150.764,48849,2180,car
NSW,Chifley,-33.735,150.838,NSW,Mackellar,-33.669,151.253,51611,2868,car
NSW,Chifley,-33.735,150.838,NSW,Macquarie,-33.475,150.642,45691,3785,car
NSW,Chifley,-33.735,150.838,NSW,McMahon,-33.837,150.859,15722,902,car
NSW,Chifley,-33.735,150.838,NSW,Mitchell,-33.71,150.96,14302,1104,car
NSW,Chifley,-33.735,150.838,NSW,New England,-30.319,151.315,502783,22076,car
NSW,Chifley,-33.735,150.838,NSW,Newcastle,-32.841,151.753,179692,7960,car
NSW,Chifley,-33.735,150.838,NSW,North Sydney,-33.816,151.184,38171,1736,car
NSW,Chifley,-33.735,150.838,NSW,Page,-29.275,152.804,687957,27634,car
NSW,Chifley,-33.735,150.838,NSW,Parkes,-30.887,147.373,572317,25126,car
NSW,Chifley,-33.735,150.838,NSW,Parramatta,-33.809,151.011,22962,1501,car
NSW,Chifley,-33.735,150.838,NSW,Paterson,-32.40694,151.91806,225915,9976,car
NSW,Chifley,-33.735,150.838,NSW,Reid,-33.853,151.084,33623,1778,car
NSW,Chifley,-33.735,150.838,NSW,Richmond,-28.511,153.363,792493,32362,car
NSW,Chifley,-33.735,150.838,NSW,Riverina,-34.427,146.7,503967,18795,car
NSW,Chifley,-33.735,150.838,NSW,Robertson,-33.382,151.213,75184,3528,car
NSW,Chifley,-33.735,150.838,NSW,Shortland,-33.112,151.617,135073,6223,car
NSW,Chifley,-33.735,150.838,NSW,Sydney,-33.895,151.2,50138,2625,car
NSW,Chifley,-33.735,150.838,NSW,Watson,-33.908,151.077,37599,2101,car
NSW,Chifley,-33.735,150.838,NSW,Wentworth,-33.883,151.253,50659,2651,car
NSW,Chifley,-33.735,150.838,NSW,Werriwa,-33.981,150.843,35809,1881,car
NSW,Chifley,-33.735,150.838,NSW,Whitlam,-34.534,150.552,120690,5237,car
NSW,Chifley,-33.735,150.838,NSW,Sydney Airport,-33.940248,151.175186,59418,2737,car
NSW,Cook,-34.031,151.1,NSW,Cowper,-30.384,152.87,556639,22272,car
NSW,Cook,-34.031,151.1,NSW,Cunningham,-34.259,150.916,37056,2342,car
NSW,Cook,-34.031,151.1,NSW,Dobell,-33.248,151.366,131092,6699,car
NSW,Cook,-34.031,151.1,NSW,Eden-Monaro,-36.292,149.344,419683,17670,car
NSW,Cook,-34.031,151.1,NSW,Farrer,-32.501,143.311,971050,41431,car
NSW,Cook,-34.031,151.1,NSW,Fowler,-33.9,150.877,34681,2537,car
NSW,Cook,-34.031,151.1,NSW,Gilmore,-35.067,150.398,164782,7615,car
NSW,Cook,-34.031,151.1,NSW,Grayndler,-33.897,151.148,19534,2116,car
NSW,Cook,-34.031,151.1,NSW,Greenway,-33.733,150.913,66128,3357,car
NSW,Cook,-34.031,151.1,NSW,Hughes,-33.992,150.975,29964,2016,car
NSW,Cook,-34.031,151.1,NSW,Hume,-34.409,149.045,273810,11196,car
NSW,Cook,-34.031,151.1,NSW,Hunter,-32.375,150.778,283987,12600,car
NSW,Cook,-34.031,151.1,NSW,Kingsford Smith,-33.949,151.231,21132,1821,car
NSW,Cook,-34.031,151.1,NSW,Lindsay,-33.751,150.711,66951,3636,car
NSW,Cook,-34.031,151.1,NSW,Lyne,-31.602,152.277,394955,17851,car
NSW,Cook,-34.031,151.1,NSW,Macarthur,-34.065,150.764,51382,2814,car
NSW,Cook,-34.031,151.1,NSW,Mackellar,-33.669,151.253,55214,4041,car
NSW,Cook,-34.031,151.1,NSW,Macquarie,-33.475,150.642,102459,6605,car
NSW,Cook,-34.031,151.1,NSW,McMahon,-33.837,150.859,46724,2603,car
NSW,Cook,-34.031,151.1,NSW,Mitchell,-33.71,150.96,45776,3852,car
NSW,Cook,-34.031,151.1,NSW,New England,-30.319,151.315,528002,23864,car
NSW,Cook,-34.031,151.1,NSW,Newcastle,-32.841,151.753,204911,9748,car
NSW,Cook,-34.031,151.1,NSW,North Sydney,-33.816,151.184,34515,2286,car
NSW,Cook,-34.031,151.1,NSW,Page,-29.275,152.804,713176,29423,car
NSW,Cook,-34.031,151.1,NSW,Parkes,-30.887,147.373,626038,27342,car
NSW,Cook,-34.031,151.1,NSW,Parramatta,-33.809,151.011,31612,2770,car
NSW,Cook,-34.031,151.1,NSW,Paterson,-32.40694,151.91806,251134,11764,car
NSW,Cook,-34.031,151.1,NSW,Reid,-33.853,151.084,25124,2411,car
NSW,Cook,-34.031,151.1,NSW,Richmond,-28.511,153.363,817712,34150,car
NSW,Cook,-34.031,151.1,NSW,Riverina,-34.427,146.7,506500,19430,car
NSW,Cook,-34.031,151.1,NSW,Robertson,-33.382,151.213,100403,5316,car
NSW,Cook,-34.031,151.1,NSW,Shortland,-33.112,151.617,160292,8011,car
NSW,Cook,-34.031,151.1,NSW,Sydney,-33.895,151.2,24245,2025,car
NSW,Cook,-34.031,151.1,NSW,Watson,-33.908,151.077,16986,1771,car
NSW,Cook,-34.031,151.1,NSW,Wentworth,-33.883,151.253,28950,2288,car
NSW,Cook,-34.031,151.1,NSW,Werriwa,-33.981,150.843,36562,2471,car
NSW,Cook,-34.031,151.1,NSW,Whitlam,-34.534,150.552,108477,5585,car
NSW,Cook,-34.031,151.1,NSW,Sydney Airport,-33.940248,151.175186,16385,1475,car
NSW,Cowper,-30.384,152.87,NSW,Cunningham,-34.259,150.916,578845,24189,car
NSW,Cowper,-30.384,152.87,NSW,Dobell,-33.248,151.366,441246,16825,car
NSW,Cowper,-30.384,152.87,NSW,Eden-Monaro,-36.292,149.344,945832,37124,car
NSW,Cowper,-30.384,152.87,NSW,Farrer,-32.501,143.311,1258075,54747,car
NSW,Cowper,-30.384,152.87,NSW,Fowler,-33.9,150.877,552262,21491,car
NSW,Cowper,-30.384,152.87,NSW,Gilmore,-35.067,150.398,738831,29127,car
NSW,Cowper,-30.384,152.87,NSW,Grayndler,-33.897,151.148,534811,21162,car
NSW,Cowper,-30.384,152.87,NSW,Greenway,-33.733,150.913,525219,20307,car
NSW,Cowper,-30.384,152.87,NSW,Hughes,-33.992,150.975,571649,22502,car
NSW,Cowper,-30.384,152.87,NSW,Hume,-34.409,149.045,799959,30650,car
NSW,Cowper,-30.384,152.87,NSW,Hunter,-32.375,150.778,486189,19003,car
NSW,Cowper,-30.384,152.87,NSW,Kingsford Smith,-33.949,151.231,536453,20959,car
NSW,Cowper,-30.384,152.87,NSW,Lindsay,-33.751,150.711,546196,21670,car
NSW,Cowper,-30.384,152.87,NSW,Lyne,-31.602,152.277,226974,11319,car
NSW,Cowper,-30.384,152.87,NSW,Macarthur,-34.065,150.764,577532,22268,car
NSW,Cowper,-30.384,152.87,NSW,Mackellar,-33.669,151.253,522093,20386,car
NSW,Cowper,-30.384,152.87,NSW,Macquarie,-33.475,150.642,574556,24017,car
NSW,Cowper,-30.384,152.87,NSW,McMahon,-33.837,150.859,544404,20990,car
NSW,Cowper,-30.384,152.87,NSW,Mitchell,-33.71,150.96,522535,20537,car
NSW,Cowper,-30.384,152.87,NSW,New England,-30.319,151.315,202958,10196,car
NSW,Cowper,-30.384,152.87,NSW,Newcastle,-32.841,151.753,373217,14437,car
NSW,Cowper,-30.384,152.87,NSW,North Sydney,-33.816,151.184,517974,19967,car
NSW,Cowper,-30.384,152.87,NSW,Page,-29.275,152.804,203131,10198,car
NSW,Cowper,-30.384,152.87,NSW,Parkes,-30.887,147.373,661942,29002,car
NSW,Cowper,-30.384,152.87,NSW,Parramatta,-33.809,151.011,518563,20390,car
NSW,Cowper,-30.384,152.87,NSW,Paterson,-32.40694,151.91806,335939,14285,car
NSW,Cowper,-30.384,152.87,NSW,Reid,-33.853,151.084,521921,20662,car
NSW,Cowper,-30.384,152.87,NSW,Richmond,-28.511,153.363,307667,14925,car
NSW,Cowper,-30.384,152.87,NSW,Riverina,-34.427,146.7,916562,37757,car
NSW,Cowper,-30.384,152.87,NSW,Robertson,-33.382,151.213,470862,17887,car
NSW,Cowper,-30.384,152.87,NSW,Shortland,-33.112,151.617,408117,16448,car
NSW,Cowper,-30.384,152.87,NSW,Sydney,-33.895,151.2,529941,20856,car
NSW,Cowper,-30.384,152.87,NSW,Watson,-33.908,151.077,528043,21062,car
NSW,Cowper,-30.384,152.87,NSW,Wentworth,-33.883,151.253,530462,20882,car
NSW,Cowper,-30.384,152.87,NSW,Werriwa,-33.981,150.843,564491,21969,car
NSW,Cowper,-30.384,152.87,NSW,Whitlam,-34.534,150.552,649373,25325,car
NSW,Cowper,-30.384,152.87,NSW,Sydney Airport,-33.940248,151.175186,538138,21193,car
NSW,Cunningham,-34.259,150.916,NSW,Dobell,-33.248,151.366,153758,8619,car
NSW,Cunningham,-34.259,150.916,NSW,Eden-Monaro,-36.292,149.344,401343,16891,car
NSW,Cunningham,-34.259,150.916,NSW,Farrer,-32.501,143.311,952710,40652,car
NSW,Cunningham,-34.259,150.916,NSW,Fowler,-33.9,150.877,58376,3543,car
NSW,Cunningham,-34.259,150.916,NSW,Gilmore,-35.067,150.398,139299,6604,car
NSW,Cunningham,-34.259,150.916,NSW,Grayndler,-33.897,151.148,61810,3928,car
NSW,Cunningham,-34.259,150.916,NSW,Greenway,-33.733,150.913,89824,4363,car
NSW,Cunningham,-34.259,150.916,NSW,Hughes,-33.992,150.975,47212,2795,car
NSW,Cunningham,-34.259,150.916,NSW,Hume,-34.409,149.045,255470,10418,car
NSW,Cunningham,-34.259,150.916,NSW,Hunter,-32.375,150.778,306653,14520,car
NSW,Cunningham,-34.259,150.916,NSW,Kingsford Smith,-33.949,151.231,67753,3977,car
NSW,Cunningham,-34.259,150.916,NSW,Lindsay,-33.751,150.711,90646,4642,car
NSW,Cunningham,-34.259,150.916,NSW,Lyne,-31.602,152.277,417621,19771,car
NSW,Cunningham,-34.259,150.916,NSW,Macarthur,-34.065,150.764,51921,3047,car
NSW,Cunningham,-34.259,150.916,NSW,Mackellar,-33.669,151.253,89881,6139,car
NSW,Cunningham,-34.259,150.916,NSW,Macquarie,-33.475,150.642,126154,7611,car
NSW,Cunningham,-34.259,150.916,NSW,McMahon,-33.837,150.859,70419,3610,car
NSW,Cunningham,-34.259,150.916,NSW,Mitchell,-33.71,150.96,94612,4827,car
NSW,Cunningham,-34.259,150.916,NSW,New England,-30.319,151.315,550668,25784,car
NSW,Cunningham,-34.259,150.916,NSW,Newcastle,-32.841,151.753,227577,11668,car
NSW,Cunningham,-34.259,150.916,NSW,North Sydney,-33.816,151.184,81135,4442,car
NSW,Cunningham,-34.259,150.916,NSW,Page,-29.275,152.804,735842,31343,car
NSW,Cunningham,-34.259,150.916,NSW,Parkes,-30.887,147.373,649734,28348,car
NSW,Cunningham,-34.259,150.916,NSW,Parramatta,-33.809,151.011,67523,4409,car
NSW,Cunningham,-34.259,150.916,NSW,Paterson,-32.40694,151.91806,273800,13684,car
NSW,Cunningham,-34.259,150.916,NSW,Reid,-33.853,151.084,61035,4050,car
NSW,Cunningham,-34.259,150.916,NSW,Richmond,-28.511,153.363,840378,36070,car
NSW,Cunningham,-34.259,150.916,NSW,Riverina,-34.427,146.7,488160,18651,car
NSW,Cunningham,-34.259,150.916,NSW,Robertson,-33.382,151.213,123069,7236,car
NSW,Cunningham,-34.259,150.916,NSW,Shortland,-33.112,151.617,182958,9931,car
NSW,Cunningham,-34.259,150.916,NSW,Sydney,-33.895,151.2,70865,4181,car
NSW,Cunningham,-34.259,150.916,NSW,Watson,-33.908,151.077,53138,3485,car
NSW,Cunningham,-34.259,150.916,NSW,Wentworth,-33.883,151.253,75570,4445,car
NSW,Cunningham,-34.259,150.916,NSW,Werriwa,-33.981,150.843,60930,3389,car
NSW,Cunningham,-34.259,150.916,NSW,Whitlam,-34.534,150.552,82995,4574,car
NSW,Cunningham,-34.259,150.916,NSW,Sydney Airport,-33.940248,151.175186,63006,3632,car
NSW,Dobell,-33.248,151.366,NSW,Eden-Monaro,-36.292,149.344,519833,21476,car
NSW,Dobell,-33.248,151.366,NSW,Farrer,-32.501,143.311,1071200,45237,car
NSW,Dobell,-33.248,151.366,NSW,Fowler,-33.9,150.877,126262,5844,car
NSW,Dobell,-33.248,151.366,NSW,Gilmore,-35.067,150.398,312832,13479,car
NSW,Dobell,-33.248,151.366,NSW,Grayndler,-33.897,151.148,108812,5515,car
NSW,Dobell,-33.248,151.366,NSW,Greenway,-33.733,150.913,99220,4659,car
NSW,Dobell,-33.248,151.366,NSW,Hughes,-33.992,150.975,145649,6854,car
NSW,Dobell,-33.248,151.366,NSW,Hume,-34.409,149.045,373960,15002,car
NSW,Dobell,-33.248,151.366,NSW,Hunter,-32.375,150.778,167624,7009,car
NSW,Dobell,-33.248,151.366,NSW,Kingsford Smith,-33.949,151.231,110453,5311,car
NSW,Dobell,-33.248,151.366,NSW,Lindsay,-33.751,150.711,120197,6022,car
NSW,Dobell,-33.248,151.366,NSW,Lyne,-31.602,152.277,278592,12260,car
NSW,Dobell,-33.248,151.366,NSW,Macarthur,-34.065,150.764,151533,6620,car
NSW,Dobell,-33.248,151.366,NSW,Mackellar,-33.669,151.253,96093,4739,car
NSW,Dobell,-33.248,151.366,NSW,Macquarie,-33.475,150.642,148557,8370,car
NSW,Dobell,-33.248,151.366,NSW,McMahon,-33.837,150.859,118405,5342,car
NSW,Dobell,-33.248,151.366,NSW,Mitchell,-33.71,150.96,96535,4890,car
NSW,Dobell,-33.248,151.366,NSW,New England,-30.319,151.315,411639,18273,car
NSW,Dobell,-33.248,151.366,NSW,Newcastle,-32.841,151.753,88548,4157,car
NSW,Dobell,-33.248,151.366,NSW,North Sydney,-33.816,151.184,91974,4319,car
NSW,Dobell,-33.248,151.366,NSW,Page,-29.275,152.804,596813,23832,car
NSW,Dobell,-33.248,151.366,NSW,Parkes,-30.887,147.373,620804,24631,car
NSW,Dobell,-33.248,151.366,NSW,Parramatta,-33.809,151.011,92563,4742,car
NSW,Dobell,-33.248,151.366,NSW,Paterson,-32.40694,151.91806,134771,6173,car
NSW,Dobell,-33.248,151.366,NSW,Reid,-33.853,151.084,95921,5014,car
NSW,Dobell,-33.248,151.366,NSW,Richmond,-28.511,153.363,701349,28559,car
NSW,Dobell,-33.248,151.366,NSW,Riverina,-34.427,146.7,606650,23235,car
NSW,Dobell,-33.248,151.366,NSW,Robertson,-33.382,151.213,44862,2239,car
NSW,Dobell,-33.248,151.366,NSW,Shortland,-33.112,151.617,43929,2420,car
NSW,Dobell,-33.248,151.366,NSW,Sydney,-33.895,151.2,103941,5208,car
NSW,Dobell,-33.248,151.366,NSW,Watson,-33.908,151.077,102043,5414,car
NSW,Dobell,-33.248,151.366,NSW,Wentworth,-33.883,151.253,104462,5235,car
NSW,Dobell,-33.248,151.366,NSW,Werriwa,-33.981,150.843,138492,6321,car
NSW,Dobell,-33.248,151.366,NSW,Whitlam,-34.534,150.552,223373,9677,car
NSW,Dobell,-33.248,151.366,NSW,Sydney Airport,-33.940248,151.175186,112139,5545,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Farrer,-32.501,143.311,945369,41824,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Fowler,-33.9,150.877,395559,16311,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Gilmore,-35.067,150.398,286968,13940,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Grayndler,-33.897,151.148,418256,17498,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Greenway,-33.733,150.913,423452,17179,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Hughes,-33.992,150.975,403000,16879,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Hume,-34.409,149.045,285186,13578,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Hunter,-32.375,150.778,636021,27403,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Kingsford Smith,-33.949,151.231,424199,17547,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Lindsay,-33.751,150.711,424274,17457,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Lyne,-31.602,152.277,783673,32601,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Macarthur,-34.065,150.764,375704,15447,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Mackellar,-33.669,151.253,465548,19406,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Macquarie,-33.475,150.642,459782,20426,car
NSW,Eden-Monaro,-36.292,149.344,NSW,McMahon,-33.837,150.859,404047,16425,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Mitchell,-33.71,150.96,428240,17642,car
NSW,Eden-Monaro,-36.292,149.344,NSW,New England,-30.319,151.315,916721,38614,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Newcastle,-32.841,151.753,593629,24498,car
NSW,Eden-Monaro,-36.292,149.344,NSW,North Sydney,-33.816,151.184,437581,18012,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Page,-29.275,152.804,1101894,44173,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Parkes,-30.887,147.373,745627,31694,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Parramatta,-33.809,151.011,427378,17539,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Paterson,-32.40694,151.91806,639853,26514,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Reid,-33.853,151.084,417454,17675,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Richmond,-28.511,153.363,1206430,48900,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Riverina,-34.427,146.7,451647,19738,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Robertson,-33.382,151.213,489122,20066,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Shortland,-33.112,151.617,549011,22761,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Sydney,-33.895,151.2,427311,17751,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Watson,-33.908,151.077,412426,17117,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Wentworth,-33.883,151.253,432016,18015,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Werriwa,-33.981,150.843,384353,15740,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Whitlam,-34.534,150.552,327648,14607,car
NSW,Eden-Monaro,-36.292,149.344,NSW,Sydney Airport,-33.940248,151.175186,419452,17202,car
NSW,Farrer,-32.501,143.311,NSW,Fowler,-33.9,150.877,946189,40042,car
NSW,Farrer,-32.501,143.311,NSW,Gilmore,-35.067,150.398,896685,39299,car
NSW,Farrer,-32.501,143.311,NSW,Grayndler,-33.897,151.148,968886,41229,car
NSW,Farrer,-32.501,143.311,NSW,Greenway,-33.733,150.913,974082,40909,car
NSW,Farrer,-32.501,143.311,NSW,Hughes,-33.992,150.975,953630,40609,car
NSW,Farrer,-32.501,143.311,NSW,Hume,-34.409,149.045,714746,31953,car
NSW,Farrer,-32.501,143.311,NSW,Hunter,-32.375,150.778,956038,41819,car
NSW,Farrer,-32.501,143.311,NSW,Kingsford Smith,-33.949,151.231,974829,41278,car
NSW,Farrer,-32.501,143.311,NSW,Lindsay,-33.751,150.711,887763,41074,car
NSW,Farrer,-32.501,143.311,NSW,Lyne,-31.602,152.277,1257566,54444,car
NSW,Farrer,-32.501,143.311,NSW,Macarthur,-34.065,150.764,926335,39178,car
NSW,Farrer,-32.501,143.311,NSW,Mackellar,-33.669,151.253,1016178,43136,car
NSW,Farrer,-32.501,143.311,NSW,Macquarie,-33.475,150.642,880875,40987,car
NSW,Farrer,-32.501,143.311,NSW,McMahon,-33.837,150.859,954677,40155,car
NSW,Farrer,-32.501,143.311,NSW,Mitchell,-33.71,150.96,978870,41372,car
NSW,Farrer,-32.501,143.311,NSW,New England,-30.319,151.315,1127740,49333,car
NSW,Farrer,-32.501,143.311,NSW,Newcastle,-32.841,151.753,1067522,46341,car
NSW,Farrer,-32.501,143.311,NSW,North Sydney,-33.816,151.184,988211,41743,car
NSW,Farrer,-32.501,143.311,NSW,Page,-29.275,152.804,1375052,61147,car
NSW,Farrer,-32.501,143.311,NSW,Parkes,-30.887,147.373,724808,32671,car
NSW,Farrer,-32.501,143.311,NSW,Parramatta,-33.809,151.011,978008,41269,car
NSW,Farrer,-32.501,143.311,NSW,Paterson,-32.40694,151.91806,1113745,48357,car
NSW,Farrer,-32.501,143.311,NSW,Reid,-33.853,151.084,968084,41405,car
NSW,Farrer,-32.501,143.311,NSW,Richmond,-28.511,153.363,1482026,65983,car
NSW,Farrer,-32.501,143.311,NSW,Riverina,-34.427,146.7,491475,23332,car
NSW,Farrer,-32.501,143.311,NSW,Robertson,-33.382,151.213,1039752,43796,car
NSW,Farrer,-32.501,143.311,NSW,Shortland,-33.112,151.617,1099641,46491,car
NSW,Farrer,-32.501,143.311,NSW,Sydney,-33.895,151.2,977941,41482,car
NSW,Farrer,-32.501,143.311,NSW,Watson,-33.908,151.077,963056,40847,car
NSW,Farrer,-32.501,143.311,NSW,Wentworth,-33.883,151.253,982646,41745,car
NSW,Farrer,-32.501,143.311,NSW,Werriwa,-33.981,150.843,934983,39471,car
NSW,Farrer,-32.501,143.311,NSW,Whitlam,-34.534,150.552,878278,38337,car
NSW,Farrer,-32.501,143.311,NSW,Sydney Airport,-33.940248,151.175186,970082,40933,car
NSW,Fowler,-33.9,150.877,NSW,Gilmore,-35.067,150.398,188076,8275,car
NSW,Fowler,-33.9,150.877,NSW,Grayndler,-33.897,151.148,36149,2269,car
NSW,Fowler,-33.9,150.877,NSW,Greenway,-33.733,150.913,29695,1554,car
NSW,Fowler,-33.9,150.877,NSW,Hughes,-33.992,150.975,20894,1650,car
NSW,Fowler,-33.9,150.877,NSW,Hume,-34.409,149.045,249204,9798,car
NSW,Fowler,-33.9,150.877,NSW,Hunter,-32.375,150.778,242265,11778,car
NSW,Fowler,-33.9,150.877,NSW,Kingsford Smith,-33.949,151.231,42092,2318,car
NSW,Fowler,-33.9,150.877,NSW,Lindsay,-33.751,150.711,30518,1832,car
NSW,Fowler,-33.9,150.877,NSW,Lyne,-31.602,152.277,389917,16976,car
NSW,Fowler,-33.9,150.877,NSW,Macarthur,-34.065,150.764,26777,1416,car
NSW,Fowler,-33.9,150.877,NSW,Mackellar,-33.669,151.253,71792,3781,car
NSW,Fowler,-33.9,150.877,NSW,Macquarie,-33.475,150.642,66026,4802,car
NSW,Fowler,-33.9,150.877,NSW,McMahon,-33.837,150.859,9484,810,car
NSW,Fowler,-33.9,150.877,NSW,Mitchell,-33.71,150.96,34484,2017,car
NSW,Fowler,-33.9,150.877,NSW,New England,-30.319,151.315,522965,22989,car
NSW,Fowler,-33.9,150.877,NSW,Newcastle,-32.841,151.753,199873,8873,car
NSW,Fowler,-33.9,150.877,NSW,North Sydney,-33.816,151.184,58352,2649,car
NSW,Fowler,-33.9,150.877,NSW,Page,-29.275,152.804,708138,28548,car
NSW,Fowler,-33.9,150.877,NSW,Parkes,-30.887,147.373,589605,25539,car
NSW,Fowler,-33.9,150.877,NSW,Parramatta,-33.809,151.011,19168,1971,car
NSW,Fowler,-33.9,150.877,NSW,Paterson,-32.40694,151.91806,246096,10889,car
NSW,Fowler,-33.9,150.877,NSW,Reid,-33.853,151.084,38408,2081,car
NSW,Fowler,-33.9,150.877,NSW,Richmond,-28.511,153.363,812674,33275,car
NSW,Fowler,-33.9,150.877,NSW,Riverina,-34.427,146.7,481894,18031,car
NSW,Fowler,-33.9,150.877,NSW,Robertson,-33.382,151.213,95365,4441,car
NSW,Fowler,-33.9,150.877,NSW,Shortland,-33.112,151.617,155254,7136,car
NSW,Fowler,-33.9,150.877,NSW,Sydney,-33.895,151.2,45205,2522,car
NSW,Fowler,-33.9,150.877,NSW,Watson,-33.908,151.077,30319,1888,car
NSW,Fowler,-33.9,150.877,NSW,Wentworth,-33.883,151.253,49910,2786,car
NSW,Fowler,-33.9,150.877,NSW,Werriwa,-33.981,150.843,13736,1117,car
NSW,Fowler,-33.9,150.877,NSW,Whitlam,-34.534,150.552,98617,4473,car
NSW,Fowler,-33.9,150.877,NSW,Sydney Airport,-33.940248,151.175186,37346,1973,car
NSW,Gilmore,-35.067,150.398,NSW,Grayndler,-33.897,151.148,188055,9056,car
NSW,Gilmore,-35.067,150.398,NSW,Greenway,-33.733,150.913,215934,9121,car
NSW,Gilmore,-35.067,150.398,NSW,Hughes,-33.992,150.975,173456,7922,car
NSW,Gilmore,-35.067,150.398,NSW,Hume,-34.409,149.045,204847,9219,car
NSW,Gilmore,-35.067,150.398,NSW,Hunter,-32.375,150.778,428503,19346,car
NSW,Gilmore,-35.067,150.398,NSW,Kingsford Smith,-33.949,151.231,193998,9105,car
NSW,Gilmore,-35.067,150.398,NSW,Lindsay,-33.751,150.711,216757,9400,car
NSW,Gilmore,-35.067,150.398,NSW,Lyne,-31.602,152.277,576156,24543,car
NSW,Gilmore,-35.067,150.398,NSW,Macarthur,-34.065,150.764,168187,7390,car
NSW,Gilmore,-35.067,150.398,NSW,Mackellar,-33.669,151.253,216126,11267,car
NSW,Gilmore,-35.067,150.398,NSW,Macquarie,-33.475,150.642,252264,12369,car
NSW,Gilmore,-35.067,150.398,NSW,McMahon,-33.837,150.859,196530,8367,car
NSW,Gilmore,-35.067,150.398,NSW,Mitchell,-33.71,150.96,220722,9585,car
NSW,Gilmore,-35.067,150.398,NSW,New England,-30.319,151.315,709203,30557,car
NSW,Gilmore,-35.067,150.398,NSW,Newcastle,-32.841,151.753,386112,16440,car
NSW,Gilmore,-35.067,150.398,NSW,North Sydney,-33.816,151.184,207380,9570,car
NSW,Gilmore,-35.067,150.398,NSW,Page,-29.275,152.804,894377,36115,car
NSW,Gilmore,-35.067,150.398,NSW,Parkes,-30.887,147.373,726254,29293,car
NSW,Gilmore,-35.067,150.398,NSW,Parramatta,-33.809,151.011,193767,9537,car
NSW,Gilmore,-35.067,150.398,NSW,Paterson,-32.40694,151.91806,432335,18457,car
NSW,Gilmore,-35.067,150.398,NSW,Reid,-33.853,151.084,187280,9178,car
NSW,Gilmore,-35.067,150.398,NSW,Richmond,-28.511,153.363,998913,40843,car
NSW,Gilmore,-35.067,150.398,NSW,Riverina,-34.427,146.7,432275,17337,car
NSW,Gilmore,-35.067,150.398,NSW,Robertson,-33.382,151.213,281604,12009,car
NSW,Gilmore,-35.067,150.398,NSW,Shortland,-33.112,151.617,341493,14703,car
NSW,Gilmore,-35.067,150.398,NSW,Sydney,-33.895,151.2,197110,9309,car
NSW,Gilmore,-35.067,150.398,NSW,Watson,-33.908,151.077,179383,8613,car
NSW,Gilmore,-35.067,150.398,NSW,Wentworth,-33.883,151.253,201815,9572,car
NSW,Gilmore,-35.067,150.398,NSW,Werriwa,-33.981,150.843,176835,7683,car
